,yn,score
0,1,4.97252550391337
1,1,4.920935806602192
2,1,4.9595320772272
3,1,4.693022739757116
4,1,4.970547807884439
5,1,4.967127273287786
6,1,4.917454541467741
7,1,4.818325164438915
8,1,4.917014848811458
9,1,4.334277057698229
10,0,3
11,0,3
12,0,3
13,0,3
14,0,3
15,0,3
16,0,3
17,0,3
18,0,3
19,0,3
20,0,3
21,0,3
22,1,4.799952120586775
23,1,4.8326758762284525
24,1,4.591595132451699
25,1,4.911685822816913
26,1,4.681605517406428
27,1,4.784178537806775
28,1,4.981603466720116
29,1,4.621014750377723
30,0,1
31,0,1
32,0,1
33,0,1
34,0,1
35,0,1
36,0,1
37,0,1
38,0,1
39,0,1
40,0,1
41,0,1
42,1,4.649593436970407
43,1,4.976113132577319
44,1,4.94769219477202
45,1,4.825532180679636
46,1,4.892614108851787
47,1,4.749975089344981
48,1,4.860172698253838
49,1,4.486158867419653
50,1,4.585997954421651
51,1,4.965810012945945
52,1,4.741253560123615
53,1,4.885291074602177
54,1,4.654645946335066
55,0,3
56,0,3
57,0,3
58,0,3
59,0,3
60,0,3
61,0,3
62,0,3
63,0,3
64,0,3
65,0,3
66,0,3
67,0,3
68,0,3
69,0,3
70,0,3
71,0,3
72,0,3
73,0,3
74,0,3
75,0,3
76,0,3
77,0,3
78,0,3
79,0,3
80,0,3
81,0,3
82,1,3
83,1,3
84,1,3
85,1,3
86,1,4.888114135682809
87,1,4.729415496008724
88,1,4.987539117373755
89,1,4.977812706761731
90,1,4.844500495023196
91,1,4.991999411341453
92,1,4.992171179158127
93,1,4.852553952131348
94,1,4.97299033731949
95,1,4.223291379910995
96,1,4.8822958196996025
97,1,2
98,1,2
99,1,2
100,1,2
101,1,2
102,1,2
103,1,2
104,1,2
105,1,2
106,1,2
107,1,2
108,1,2
109,1,2
110,1,2
111,1,2
112,1,2
113,1,2
114,1,2
115,1,2
116,1,2
117,1,2
118,1,2
119,1,2
120,1,2
121,0,3.56
122,0,3.56
123,0,3.56
124,0,3.56
125,0,3.56
126,0,3.56
127,0,3.56
128,0,3.56
129,0,3.56
130,0,3.56
131,0,3.56
132,0,3.56
133,0,3.56
134,0,3.56
135,0,3.56
136,0,3.56
137,0,3.56
138,0,3.56
139,0,3.56
140,1,4.7689832812726625
141,1,4.991099879176655
142,1,4.904011333373523
143,1,4.874022189433658
144,1,4.976890446153168
145,1,4.974464912523298
146,1,4.54680746233399
147,1,4.874666479131757
148,1,4.980135825399623
149,1,4.989518054585819
150,1,4.803932542681045
151,1,4.5084941813259025
152,1,4.911500468652066
153,1,4.4418614025149035
154,1,4.9108908904865745
155,1,4.698246076605746
156,0,0.001018294803704938
157,1,4.72706689658727
158,1,4.978674007229045
159,1,2.8143385718512066
160,1,4.825320862700163
