,yn,score
0,0,0.005728574574173013
1,1,4.987617589138338
2,1,4.946860305855124
3,1,2.832461860980079
4,0,1.3351632095198753
5,1,4.9387272573661765
6,1,4.9288631062737975
7,1,4.984911616353746
8,0,0.00028384996154411205
9,1,4.997206690072401
10,1,4.9985971020945605
11,1,4.998645267764454
12,1,4.999365232672857
13,1,4.781827257305994
14,1,4.99841412877583
15,1,4.153280707570049
16,1,4.899965487101853
17,1,4.9948298679730305
18,1,4.994035556998388
19,1,4.967115864932416
20,1,4.97716483347774
21,0,0.0018866891890394614
22,0,0.004952998637211341
23,1,4.986166046266821
24,1,4.884299966242841
25,0,0.006801638396377691
26,1,4.9518510774429565
27,1,4.914209251268922
28,1,4.990390259285778
29,1,4.9057273485424195
30,1,4.94446706420584
31,1,4.984244098493487
32,0,0.057287633993280816
33,1,2.645797702142457
34,1,4.520964240373272
35,1,4.852578199892424
36,0,1.2048870218512913
37,1,4.985306508409632
38,0,0.4595998344539602
39,1,4.896024974754669
40,1,4.999230483984519
41,1,4.983500512100764
42,1,4.896261822579609
43,1,4.405384901824866
44,1,4.967888770282358
45,1,4.945013261722634
46,1,4.986903388601726
47,1,4.8183081840666455
48,1,4.9225035183625945
49,1,4.696956651211435
50,0,0.03125183763490506
51,0,0.0028077505230652534
52,1,4.875491012606382
53,1,4.116814681175838
54,1,4.942007743727323
55,0,1.4950801756982206
56,1,4.986578182886663
57,1,4.97945378674767
58,0,0.006693626448337153
59,1,4.959720528830259
60,1,4.700256419633691
61,0,0.004515274000522692
62,1,4.960016996168981
63,1,4.308834672472611
64,1,4.983331824588423
65,1,4.962434776097189
66,0,0.00899896899031964
67,0,0.15661360565175425
68,0,0.004934453603351716
69,1,4.9674780127883755
70,1,4.999396476756728
71,0,2.359567638460063
72,1,4.992982214698131
73,0,0.06101086642260479
74,0,0.013098976723118352
75,1,4.988927413889059
76,1,4.886215587499506
77,1,4.963713654504096
78,1,4.902826389172394
79,1,4.938070219476081
80,1,4.998156951087807
81,1,4.805317257892799
82,0,0.00010172285884826735
83,1,4.999848861542404
84,0,0.053150545186560705
85,1,4.820096443650689
86,1,4.862449786085152
87,1,4.832152185585593
88,1,4.880063920526226
89,1,4.759091166212009
90,1,4.975077984562648
91,0,4.239005022530726e-05
92,1,4.82491448160303
93,0,0.0038803523384610002
94,0,0.07509486094944003
95,1,4.971434352769387
96,0,0.1568674023691756
97,1,4.787469367470703
98,1,4.4637010229517005
99,1,3.834000736021613
100,1,4.930004027644579
101,0,0.0004122365653960561
102,1,4.995835098780398
103,1,4.99598379389159
104,1,3.7796171569726553
105,0,0.004581568961743535
106,1,4.197609796219489
107,1,4.991050042774659
108,1,4.933777188581713
109,1,4.91877569163042
110,1,4.997864610242688
111,1,4.132615329753609
112,1,4.814626835728351
113,1,4.913468546520407
114,0,0.08860046681930468
115,1,4.999180739891726
116,1,4.871522682909543
117,0,0.0022010324723668075
118,1,4.967087361360705
119,1,4.817807146991758
120,1,4.641250169286882
121,1,4.999190041823027
122,1,4.600528020941426
123,1,4.99223125454206
124,1,4.994603999132711
125,1,4.989208964848017
126,0,0.5522424782946806
127,0,0.038028393906932044
128,1,4.997434333478899
129,1,4.975919572767608
130,1,4.943541946349985
131,0,0.19000099700888273
132,0,0.0006571859592991657
133,1,4.928993059418204
134,1,4.934026609530252
135,1,4.988179436690277
136,1,4.881094820623054
137,1,4.994426402588849
138,1,4.998990757549733
139,1,4.1912687169956335
140,1,4.988748626954219
141,1,4.9582555772464065
142,1,4.682927940931444
143,1,4.998224330727398
144,1,4.907276723581952
145,1,1.3649156938351823
146,1,4.998372769610914
147,1,4.9262978300990605
148,1,4.991519193801269
149,0,0.00016489081978156671
150,1,4.992680430366543
151,1,4.161168037609309
152,1,4.998689632729044
153,1,3.322230253697519
154,1,4.861699077569832
155,0,0.2571122610906309
156,0,0.14596885324789538
157,1,4.97575056751508
158,0,0.6829615088957839
159,0,1.3088530434450203
160,1,4.968033727505879
161,1,4.809007836075879
162,1,4.984234938853819
163,0,2.1538889800578427
164,0,0.0053066203690157665
165,0,0.052802913873825866
166,0,0.2873283878259282
167,0,0.0001225730263698231
168,0,1.02595292628076
169,1,4.216130031971031
170,0,0.44734782288674385
171,1,4.996293589295468
172,0,0.012007667401520362
173,1,4.3892862894248985
174,1,3.164231270966203
175,1,4.841452592278612
176,0,0.00014645050129508537
177,1,4.948989267564152
178,1,4.485358628489322
179,1,4.975939331266575
180,1,4.889847964266039
181,0,0.8431421537352667
182,1,4.921222473583656
183,1,4.995710182039108
184,1,4.921786127253011
185,0,0.25829689370661846
186,0,0.07156037002519751
187,0,0.0079267161418872
188,1,4.966247701947421
189,1,1.086671890931322
190,1,4.887857258082959
191,0,0.0624837775981353
192,0,0.4228222875807436
193,1,4.113825488235212
194,0,0.055862603035012476
195,1,4.204021753319269
196,1,4.961024537835444
197,1,3.6595330754922255
198,0,1.1194334925386251
199,0,0.00208880753446457
200,1,4.994994544362037
201,1,4.8871881772114065
202,1,4.06992739866836
203,1,4.982674734913936
204,0,0.0010249585317945158
205,1,4.999712345169389
206,0,0.4231235876467469
207,0,0.008811639369546901
208,0,0.16848501283764475
209,1,4.999695447554516
210,1,3.812215928459559
211,1,4.944782664398431
212,0,0.172935726513244
213,1,4.9312010146724585
214,1,4.7193764159847635
215,1,4.999764204496358
216,1,4.479166277175027
217,1,4.997576631864252
218,1,4.998690997650785
219,1,4.937860544136171
220,1,4.659179450157451
221,0,0.0011059759650014855
222,1,3.9895007948321273
223,1,4.998253016185393
224,1,4.982953170973195
225,1,4.995988922115257
226,1,4.720456359315476
227,0,0.031199343675487292
228,1,4.963793665483632
229,1,4.999169799520037
230,1,4.92917230697971
231,1,4.998494921744903
232,1,4.304548498319734
233,1,4.937013810866852
234,1,4.997151013303574
235,1,4.379415760344274
236,1,1.8495101522619817
237,1,4.999812756226929
238,1,4.9736944899462765
239,1,3.7850174734918047
240,1,3.759365711955047
241,1,4.834185456553422
242,1,4.633282731425942
243,1,4.9974336542774385
244,1,3.815593137279813
245,0,0.000649496690241236
246,1,4.988186634693278
247,1,4.950004938238346
248,0,0.033097113808512484
249,1,4.996926502352298
250,1,4.9766620536165584
251,1,4.967104755588517
252,1,4.992114956374123
253,1,4.481248541838451
254,1,4.99858104165663
255,1,4.999907112339415
256,1,4.951479982898896
257,1,4.925728393273066
258,1,4.367304855536448
259,1,4.997904576826228
260,1,4.925031393023012
261,1,4.9446395595220585
262,0,0.0018447783174534089
263,1,4.99007509185982
264,1,4.997982744307684
265,1,4.985813459297234
266,1,4.9804142446312305
267,0,0.0015676202129179108
268,0,0.868636448095724
269,1,4.999563544745881
270,1,4.931197455565215
271,1,4.579779006132113
272,1,4.9553542177476615
273,1,4.99243313350628
274,0,2.1436456917616007
275,1,4.411878191739009
276,1,4.991954740529842
277,1,4.999329217525096
278,0,0.0029685501448154135
279,0,1.8901048730503287
280,1,4.9692919018212605
281,1,4.871582525287776
282,0,2.4782465964716014
283,1,4.466866368647472
284,1,4.98108264630688
285,1,4.991010789348436
286,1,4.93897019081815
287,1,4.976203399403288
288,1,4.858779207510811
289,0,0.6618946328283625
290,0,0.7976723464316104
291,1,4.992133044665698
292,1,4.996970060524282
293,1,4.997142566660964
294,1,4.976894514108758
295,0,0.0026974415546919955
296,1,4.991087351629994
297,1,4.859386495862239
298,1,4.986777002456483
299,1,4.973135297525686
300,1,4.930033835683446
301,0,2.2614992757601273
302,0,0.6192791511057174
303,1,4.9867877344314495
304,1,4.999900682627816
305,1,4.976460255005185
306,1,4.997236694323035
307,1,4.999841587837268
308,0,0.2678511493965216
309,1,4.817709912312452
310,1,4.99986569527052
311,0,0.3065100705418847
312,0,0.4424117304819018
313,1,3.8041742863580517
314,1,4.981878260017534
315,1,4.898523675094016
316,1,4.999817356978332
317,1,4.999345398146204
318,0,0.13054724491787167
319,0,0.00046849753659664186
320,1,4.992417928447408
321,1,4.670970724590919
322,1,4.870035826514327
323,1,4.851456391701862
324,1,4.956154543350517
325,1,4.9986243857932005
326,1,4.999345059572612
327,1,4.992193253739566
328,1,3.7800584921395752
329,1,4.85425964445657
330,1,4.966623284982303
331,1,4.937377249483191
332,0,0.8497076856300408
333,1,4.9986540664491885
334,1,4.997529074195221
335,1,4.868441806368522
336,1,4.142657448379597
337,0,0.005630920270998578
338,1,4.9443463872543765
339,1,4.842993685418527
340,1,4.996464567413106
341,0,5.9378588632188375e-05
342,1,4.938494644367817
343,1,1.0708615252527778
344,1,4.76850686987379
345,0,0.5452343908091437
346,0,2.2104524133903705
347,1,4.946665198711878
348,1,4.9914103040458295
349,0,0.4745845371091145
350,1,4.992041703234751
351,1,4.721155765173
352,1,4.965808428627733
353,1,4.99972991221722
354,1,4.99521270262401
355,1,4.632651329521207
356,1,4.956115575152522
357,1,4.987557097070741
358,1,4.993120097563936
359,1,4.999370957951807
360,1,4.960745670569275
361,1,2.7845707656662726
362,1,4.995748425492394
363,1,4.8051847843972
364,1,4.85153940342694
365,1,4.95426580931793
366,1,4.992722067986697
367,1,4.991420975744009
368,1,3.9973030241767202
369,1,4.969053317037882
370,1,4.997820180541206
371,1,4.765113361159915
372,0,0.028425186333809575
373,1,2.927567444843989
374,0,0.5491395762808406
375,0,0.07818951785368174
376,1,3.9472237848901806
377,1,3.747515345954479
378,0,0.0902557059584337
379,1,4.99225522551277
380,1,4.967781121569738
381,1,4.8784292013637005
382,0,2.2466066350270903
383,1,4.961497351000416
384,0,0.09959044304328893
385,0,0.05186298047156378
386,1,4.998845434337433
387,0,0.8524043031394286
388,0,0.3081889356852369
389,1,4.995172268538774
390,1,4.987244979705709
391,0,0.00016246321010536418
392,1,4.556747688629208
393,0,2.5248445303432698e-05
394,1,4.945897954696385
395,1,4.953351365117207
396,0,0.828879927289635
397,1,4.85389195439795
398,0,0.2899944359402338
399,1,4.999857588570314
400,1,4.960710424386896
401,1,4.938403622858954
402,1,4.998141678344452
403,1,4.998294782592961
404,1,4.985019188744134
405,1,3.4236901361832532
