,yn,score
0,1,4.9691181395551665
1,1,4.808395645998573
2,1,4.748404973405322
3,1,2.337267094224603
4,1,4.976243335048194
5,1,3.8278705529182435
6,1,4.930276200464624
7,1,4.909126381441433
8,1,4.682471426123918
9,1,4.991236545734361
10,1,6.69089253391853
11,1,4.291582041186737
12,1,4.763860111286565
13,0,2.243706485053396
14,1,4.989037305856684
15,1,4.6048890659496955
16,1,5.3898812022880485
17,0,2.0361157917786556
18,1,4.964513336200106
19,1,4.981919699872817
20,1,4.467377511208483
21,1,4.790205459435598
22,0,1.197042812740885
23,1,4.43119940922129
24,1,4.991802666688297
25,1,7.6480081031371965
26,1,4.915621810733482
27,1,4.909575583032018
28,1,4.906371420382531
29,1,4.939117089569416
30,1,2.276817213655172
31,1,4.985659768449769
32,1,4.487070549045881
33,1,4.718344351436006
34,1,4.987126723390708
35,1,4.567183085805497
36,1,4.990807794439091
37,0,2.0008136553228564
38,1,4.935259613221355
39,1,4.981935769787431
40,1,4.930722356713617
41,1,6.352066724433
42,1,4.766935322447754
43,1,4.96135653520142
44,1,2.616620064297786
45,0,0.08238716752100088
46,1,4.494410038086468
47,1,4.998487443706785
48,1,4.930276076422806
49,1,4.605900398932268
50,1,4.888154783929384
51,1,4.912574129258912
52,1,4.083170033467376
53,0,1.8388599432382535
54,1,4.974855033671713
55,1,4.960916060994098
56,1,4.813633733296631
57,1,4.475770040408535
58,0,1.8125813008186396
59,1,4.9660485331168704
60,1,4.449341311858861
61,1,4.99658530096561
62,1,4.910160487400869
63,1,4.951545857710157
64,1,4.915036990363197
65,1,4.989985664408455
66,1,4.734907632686753
67,1,4.661006819051663
68,1,4.73102210577903
69,1,4.995977490566016
70,1,4.62491972063391
71,1,4.955992861057971
72,1,4.942636919897361
73,0,0.618515949471485
74,1,4.651866865693479
75,1,4.7979771390342965
76,1,3.055475421814691
77,1,4.9576879112153955
78,1,4.99421472086727
79,1,4.994098816098598
80,1,4.651652904985258
81,1,4.986223029400646
82,1,3.811251607351375
83,1,4.973219939993984
84,1,4.445176537934175
85,1,7.051580599133257
86,1,4.402474872628667
87,1,4.820816860673074
88,1,2.8572255637260744
89,1,4.451973627172612
90,1,4.996887317542398
91,1,6.396644440656592
92,0,1.5625156399602187
93,1,4.489683638282309
94,1,4.8384827097792
95,1,4.940257231450408
96,1,4.971301646248729
97,1,4.221986995644006
98,0,2.0509700790900927
99,0,0.45538908833619407
100,1,4.721880991492809
101,0,0.05783331633239375
102,1,4.968458429443972
103,1,3.6855162896736964
104,1,5.7090102298093965
105,1,4.393928857000207
106,1,10.682240050887923
107,1,5.5076666804098515
108,1,2.9096543531593775
109,1,4.997099274212864
110,1,4.5749908147944565
111,1,4.972757744156305
112,0,2.3653519063192445
113,1,4.700979840548936
114,0,0.7166250198607016
115,0,2.06429530759943
116,0,1.326288415979421
117,1,4.957934997931632
118,1,1.3639272103966227
119,0,0.6582316516967557
120,1,4.979439806631232
121,1,4.936439386036072
122,1,4.887090617973753
123,1,3.9210568385269875
124,1,4.810284664749752
125,1,4.972629060211816
126,1,4.3505713763006195
127,1,4.672801272705776
128,1,1.2801577397605937
129,1,4.977837097431551
130,1,4.724566380682594
131,1,4.382157930802393
132,1,3.7443104449313074
133,1,4.09361383015507
134,1,4.987733201358773
135,1,4.369002655113882
136,1,4.531281856210429
137,1,4.997208028145667
138,1,4.402486424609495
139,1,4.203190693801666
140,1,4.990840582115764
141,1,3.944644067015023
142,1,4.469451211453675
143,1,4.801730420218286
144,0,2.445014278163673
145,1,4.989188462490187
146,1,4.935547486921659
147,1,4.767864737592201
148,1,4.4969352178408855
149,1,4.309572577667941
150,1,1.6889161794427316
151,1,4.191931119442556
152,1,4.112062840177064
153,1,4.746884152336732
154,1,4.90356967186207
155,1,0.8523129269996655
156,1,4.455234861133079
157,1,3.277796572653937
158,1,4.971531418595955
159,1,4.828360645911146
160,1,0.9532928137397042
161,1,4.555727045755662
162,1,4.992322237962615
163,0,0.2972142795541765
164,1,3.848692008951278
165,1,4.936502822461584
166,1,4.988836696202772
167,1,4.810686694005825
168,0,1.8903011233103266
169,1,4.722282871606249
170,1,4.92735304070484
171,1,4.994881601415032
172,1,4.602270191849419
173,1,3.318195335313483
174,1,4.976609595008002
175,1,4.0140726851414925
176,1,4.945347747468065
177,1,2.5318250405155496
178,1,4.828851617814983
179,1,4.964587503864328
180,1,4.837251742236141
181,1,4.491672334725478
