,yn,score
0,1,4.9293244046131095
1,1,4.657826183561228
2,1,4.902623130845774
3,1,4.856975272565593
4,1,4.9380021450635745
5,1,4.723775625642722
6,1,4.996527563936257
7,1,4.771968544453323
8,1,4.856421987785239
9,1,4.966990795105711
10,1,4.953949541018838
11,1,3.7985288488834725
12,1,4.951159291141937
13,1,4.989698925959925
14,1,4.709432461649156
15,1,4.783345440825647
16,1,4.973431719199215
17,1,4.9568673382064885
18,1,4.64079178914851
19,1,4.9618591167798645
20,1,4.8167799396145226
21,1,4.734228138736786
22,1,4.2370669609909
23,1,4.9276315368513375
24,1,4.713251824525113
25,1,4.838756296207599
26,1,4.683540672581382
27,1,4.660861772972098
28,1,4.978383024590638
29,1,4.771127614275716
30,1,4.9691665890845975
31,1,4.987042984462001
32,1,4.909092495768443
33,1,4.845707903176866
34,1,4.845783691852578
35,1,4.869843370337529
36,1,4.848767758826459
37,1,4.771507865213867
38,1,4.972745818709315
39,1,4.7348427471538335
40,1,4.94016188063136
41,1,4.32413568399953
42,1,4.8083730378074625
43,1,4.859233821714271
44,1,4.753708151257318
45,1,4.18893583625539
46,1,4.895530048161262
47,1,4.971431251418483
48,1,4.575159764996831
49,1,4.7598603402330735
50,1,4.785098760980408
51,1,4.909567646129739
52,1,4.96401587415203
53,1,4.368146688094486
54,1,4.966437698104945
55,1,4.964495737160601
56,1,4.532909825092494
57,1,4.972885939624379
58,1,3.4373933166224107
59,1,4.930885021201329
60,1,3.3788155262807065
61,1,4.941983563311156
62,1,4.931731227346456
63,1,4.387281038957425
64,1,4.989937231190543
65,1,4.993067107513603
66,1,4.958087639605298
67,1,4.90307219483257
68,1,4.377581316699204
69,1,4.867861920615736
70,1,4.651377312644877
71,1,4.9454654318826465
72,1,4.969658157871089
73,1,4.978580637522163
74,1,4.779389441651917
75,1,4.738024847239617
76,1,4.867345673896043
77,1,4.786944015310758
78,1,4.9572237967176465
79,1,4.997578030176362
80,1,4.909179648094127
81,1,4.9863951661268855
82,1,4.903990837761732
