,yn,score
0,1,4.981308623160933
1,0,0.0008415262989339271
2,1,4.997517049764591
3,0,0.6516117106095624
4,1,4.9928959719270845
5,1,4.998957141632498
6,1,4.98582827386391
7,0,0.795358343602632
8,0,1.3312836073400056
9,0,1.4861110432997198
10,0,0.09317359900553969
11,1,4.911350437514514
12,0,0.002187557269820797
13,1,4.992404916129031
14,1,4.961704746111929
15,1,4.959517304071913
16,0,0.0010376941038343058
17,1,4.8820717166256
18,1,4.994736062278846
19,1,2.9966084432949303
20,1,4.993980265516819
21,1,1.3445692779867358
22,1,4.933072954981197
23,1,3.4106359926605676
24,1,4.998522449614715
25,1,4.957963786295483
26,1,4.9686155044038305
27,0,0.01789181704322457
28,1,4.7844554666229255
29,1,4.982922575139106
30,1,4.998266257817018
31,0,1.2232154813491671
32,1,4.990962270724402
33,1,4.996674029317549
34,0,0.0029731789776520456
35,1,3.689769416617745
36,1,4.965313070439128
37,1,4.997973417881843
38,1,4.28850020901459
39,0,0.00652434445386765
40,1,4.997431449681404
41,0,0.07120424855390436
42,1,4.889089246901153
43,1,4.964535041009763
44,1,4.994846681878833
45,0,0.03502970984155761
46,1,4.9932561268624855
47,1,4.984811194729701
48,1,4.984155307915765
49,0,1.313008096525263
50,1,4.9958619762677765
51,1,4.960140891663069
52,1,3.023041042884123
53,1,4.916330053608815
54,0,2.26181502309399
55,0,0.0006597817471509649
56,1,4.406987892372872
57,1,4.992376183863439
58,1,4.994764915478847
59,1,4.984221750460911
60,0,4.392820401974711e-05
61,0,0.18508069407734484
62,1,4.985482812413854
63,0,0.026075219713330024
64,0,0.0011063123240407182
65,1,4.969888020209665
66,1,4.923945369004487
67,1,4.996401651588263
68,1,4.5440765309695905
69,1,4.979753650404102
70,1,4.978424946375918
71,1,4.88620598669866
72,1,4.993708386728657
73,1,4.9871083576132325
74,1,4.92523115954081
75,0,0.001492591990680881
76,1,2.936930242689989
77,1,4.925134363814571
78,0,0.0010256391629895844
79,1,4.992819031434609
80,1,4.9994019437631865
81,1,4.79672716427456
82,1,4.994897252495495
83,1,4.997668965484455
84,1,4.9920402141559705
85,1,4.975096379041471
86,1,4.316382170474429
87,1,4.962974251519264
88,1,4.998795623327423
89,1,4.2115369945855115
90,1,4.888323155114618
91,0,0.0012818426236382878
92,1,4.97920833729176
93,1,4.752906377667851
94,1,4.997374368516133
95,1,4.995678107687706
96,1,4.991695716510751
97,1,4.982168235372298
98,1,4.132766915022716
99,1,4.963824632752607
100,0,0.5333712521501596
101,1,4.989202354837697
102,1,4.470254826997943
103,1,4.977205738843725
104,1,4.6688318247642675
105,1,4.976126574023269
106,1,4.96246066913278
107,0,0.3273516802835347
108,1,4.889755395622065
109,1,4.949097055464069
110,1,4.996236166845989
111,1,4.992770478534058
112,1,4.9266210605644405
113,1,4.992019226433864
114,1,4.99072654168077
115,1,4.884206639354668
116,1,4.9804895569849
117,1,4.970829911679909
118,1,4.874937137049199
119,0,0.004716401712662488
120,1,4.960788561520794
121,1,3.7567104984643835
122,1,4.948650745006058
123,1,4.994894953424383
124,1,4.973528299624901
125,0,1.2160302759777544
126,1,4.988313371437775
127,1,4.977214994282927
128,1,4.989409264812918
129,1,4.974828927639914
130,1,4.78066452591559
131,1,4.9959351364714575
132,1,4.6868666571374415
133,1,3.699828593791081
134,1,4.985135893644464
135,0,0.00031215365238449947
136,0,0.012463623771080842
137,1,4.989562264217694
138,1,4.9813764825117754
139,1,4.989745212118629
140,1,4.992621738088579
141,1,4.989816802258662
142,0,1.6766250199392094
143,1,4.992362174733813
144,1,4.993402735681311
145,0,0.14119587037947226
146,1,4.986409606493341
147,1,4.996616052950376
148,1,4.450407584651482
149,1,4.991405934372723
150,1,4.73933286929007
151,1,4.980565539743959
152,1,4.994637685244056
153,1,4.910945336321544
154,1,4.9957450062969215
155,1,4.995882750949669
156,1,4.996405820957217
157,1,4.99468489362333
158,1,4.971390230961359
159,1,4.998382621851882
160,1,4.983489477140517
161,0,0.061795207234138075
162,1,4.969887007608115
163,1,4.958078417944433
164,0,1.3186570487426448
165,1,4.9762801685425595
166,1,4.9651710341526085
167,1,4.997637658759783
168,1,4.953676140343285
169,0,0.002816335730000581
170,1,4.974045490353134
171,1,4.993902517113056
172,0,1.7058889217083648
173,1,4.994091813595072
174,1,4.936763575226268
175,1,4.979755306120811
176,0,2.0159415578101507
177,0,0.010357513936297944
178,1,4.911802278815365
179,1,4.996101156556932
180,1,4.995424445160049
181,1,4.827602487180498
182,0,0.0070025477344119935
183,1,4.94874068185117
184,1,4.960716095573714
185,1,4.993960020308543
186,1,4.973905668489149
187,1,4.9961122542607015
188,1,4.839038317410043
189,1,4.992201947904111
190,1,4.9890725349823635
191,1,4.997642281203086
192,1,4.989311136882322
193,1,4.999108406627356
194,1,4.979758240794669
195,1,4.989373830795167
196,1,4.890289060156034
197,1,4.993486260010229
198,1,4.917148641557839
199,1,4.97880499895698
200,1,4.991328577554233
201,1,4.991256336080584
202,1,4.9962449904717365
203,1,4.994418128503069
204,1,3.3360314609131185
205,0,0.018113206804841346
206,1,4.946754308228226
207,1,4.975489874631831
208,1,4.970796627457408
209,1,4.988687364649118
210,1,4.995474378242219
211,1,4.923901896914752
212,0,0.1902496286777662
213,1,4.988877408949565
214,0,1.6952641312263483
215,1,4.992290559782737
216,1,4.995704453318303
217,1,4.994256968716587
218,1,4.9954034734915505
219,1,4.983822515447051
220,1,4.997487254326184
221,1,4.929528856952208
222,1,4.909175070692637
223,1,4.98243870678072
224,1,4.935512971489897
225,1,4.821688467256731
226,1,4.985678485425421
227,1,4.866609889311113
228,1,4.998503458188944
229,1,4.925407081755736
230,1,4.98815645895152
231,1,4.758611451245595
232,1,4.903410290663995
233,1,4.991582453576736
234,1,4.949661909276811
235,1,4.986435783484377
236,1,4.996899418486556
237,0,0.007802990942180112
238,1,4.990511262846921
239,1,3.9769565962396314
240,0,0.08924893833864092
241,1,4.968795339322306
242,1,4.978274207235055
243,1,4.978466275346974
244,0,0.05983614256771116
245,1,4.936756946898167
246,1,4.926060356908169
247,1,4.997127111553978
248,1,4.996905012437679
249,1,4.995577984050205
250,0,0.34011316548988874
251,1,4.987194709663154
252,1,4.961926735655232
253,0,0.6035768413626034
254,1,4.996357511014976
255,1,4.996674916664065
256,1,4.904063046588202
257,1,4.974047153543078
258,1,4.994992302680743
259,1,4.987044549726984
260,1,4.992393450349991
261,0,0.10843098366045421
262,1,4.93144616863607
263,1,4.914477289505784
264,1,4.991322765230752
265,1,4.994451102503491
266,1,3.7432243870228445
267,1,4.995081251261777
268,0,0.0016434463751045431
269,1,4.8216355063825995
270,1,4.996632907209584
271,0,0.021949488286490137
272,1,4.98616183399782
273,1,4.613084284328751
274,1,4.9446186538527614
275,1,4.963673952642615
276,0,0.01685974674624288
277,1,4.541991131679124
278,1,4.987464023091768
279,1,2.9449917603689655
280,1,4.985431211581684
281,1,4.8893485525645834
282,0,0.0005102650732368639
283,0,0.017716200294404367
284,0,0.0007566794001220603
285,1,4.985790965950316
286,1,4.993526735441256
287,1,4.875755602664742
288,1,4.929113520130946
289,1,4.994544776615235
290,1,4.897670822428232
291,1,4.979004424025991
292,1,4.9940440810362645
293,1,4.9499457513361795
294,1,4.997397932066327
295,1,4.942800507596479
296,1,4.984791941192035
297,1,4.980097351715839
298,1,4.986864292402431
299,1,1.0851357288923316
300,1,4.998308042823437
301,1,4.968506964937535
302,0,0.33163619083329143
303,1,4.9941577509702695
304,1,4.942140163527285
305,1,4.995999272246027
306,1,4.7694013449029775
307,1,4.987396419754149
308,1,4.993654658553169
309,0,1.1169916700919236
310,1,4.9988142731732665
311,1,4.910265284369342
312,1,4.990185845673536
313,1,4.994425387495457
314,1,4.985191068927354
315,1,4.9933237173948655
316,1,4.990324241221833
317,1,4.956588429304292
318,1,4.54233068567834
319,1,4.989397840403523
320,1,4.976154734082218
321,1,4.9420520839776705
322,0,0.013447109349091444
323,1,4.99169688057583
324,1,4.984874696875442
325,1,4.994046490593665
326,1,4.465037296575762
327,1,4.992509768263323
328,1,4.940709332010791
329,1,4.938474584187115
330,1,4.913609314257876
331,1,4.9895748122801
332,1,4.981505794967613
333,1,4.960378402574814
334,1,4.594059058479369
335,1,4.9580044376446075
336,1,4.984734187715993
337,1,4.998717423957342
338,1,4.947960827911249
339,1,4.972769397483856
340,1,4.998193919272742
341,1,4.948343919192662
342,1,4.439506140489066
343,1,4.996831837282455
344,1,4.988764042989071
345,1,4.988915301595132
346,1,4.9753454390621155
347,1,4.988219264161348
348,0,0.007552132801376783
349,1,4.929720751139558
350,0,0.004254532908729464
351,1,4.8713042833225435
352,1,4.986685712264116
353,1,4.98531377338327
354,1,4.980430720156892
355,1,4.9766216558326155
356,1,4.9907848141698175
357,1,4.969591768771562
358,1,4.9313988406254525
359,1,4.985820545502862
360,1,4.416076637960678
361,0,0.0012589176978327556
362,1,4.982541236268585
363,1,4.9614597801016185
364,1,4.970354235320092
365,1,4.966988596949474
366,1,4.957900503100825
367,1,4.920380796102576
368,1,4.99360617182295
369,1,4.921393529763275
370,0,0.0007046109474913344
371,1,4.794961782953575
372,1,3.8509787931570463
373,0,0.14438780167763557
374,1,4.995914892179434
375,1,4.99668861728915
376,1,4.996570180367884
377,1,4.97351330931163
378,1,4.980709047733059
379,1,4.977513420915958
380,1,4.960897140022183
381,1,4.978602623346469
382,0,0.00028125035498652426
383,1,4.812941088052483
384,1,4.971738100664383
385,1,4.975644518024239
386,1,4.980151563690803
387,1,4.996631762255452
388,1,4.977823158644505
389,0,0.03360492906147665
390,1,4.98970470353327
391,1,4.94591144917654
392,1,4.99259513009342
393,1,4.991397449058073
394,1,4.995840494655136
395,1,4.669142637018086
396,1,4.977288350508179
397,1,4.963659971355814
398,1,4.993116425661658
399,0,0.0002963307343254111
400,1,4.984676061164512
401,0,0.05339223134183509
402,1,4.989528268086969
403,1,4.958384236567564
404,1,4.950732612626739
405,1,4.995868059862432
406,1,4.996841995035671
407,1,4.995059215367259
408,1,4.996598146122303
409,1,4.927702247562478
410,1,4.999083381689616
411,0,0.01129643922801808
412,1,4.998847851738016
413,1,4.905492690740063
414,1,4.997652987360652
415,0,0.005665208985167224
416,1,4.996808149837732
417,0,0.025101211223641142
418,1,4.9732763767459245
419,0,0.0016699203288995483
420,1,2.7225694642075866
421,1,4.997604188385684
422,1,4.854452443476603
423,0,0.1805423164895765
424,1,4.994958151583303
425,1,4.9852386369573916
426,1,4.990769946709727
427,1,4.988527509064371
428,1,4.81621545403358
429,1,4.984590089923539
430,1,4.997436423540453
431,1,4.991828107301453
432,1,4.965584414899855
433,1,4.99385264630169
434,1,4.961740601127425
435,1,4.967816489380594
436,1,4.98696802655597
437,1,4.990394128012128
438,1,3.6644510530279018
439,1,4.993282448860534
440,0,8.531177096858296e-05
441,1,4.969777108416743
442,1,4.54959858939809
443,1,4.989703254899124
444,1,4.966331764045207
445,1,4.956562452885752
446,1,4.998455237211321
447,1,4.973895328852284
448,1,4.975728227417525
449,1,4.731937957945851
450,1,4.9031959424227285
451,1,4.938258998785147
452,0,0.17873632336553405
453,1,4.99183510977593
454,1,4.967741686943023
455,1,4.9732777202448775
456,1,4.868748839185003
457,1,3.8313837967010103
458,1,4.939360041918858
459,1,4.99243642077436
460,1,4.962063274720086
461,1,4.977570644393289
462,1,3.0010761841019313
463,0,0.9980133433402141
464,1,4.99533106759123
465,1,4.984257180657356
466,1,4.985101452787903
467,1,4.993623897143233
468,1,2.7386808750862186
469,1,4.979970897594513
470,0,1.1567820047552386
471,1,4.949993614948057
472,1,4.992974099606513
473,0,1.104718308460345
474,1,4.9884556969243015
475,0,0.01590554213917939
476,1,4.975868387916476
477,0,2.093395714782519
478,1,4.921968020847021
479,1,4.992399682850635
480,1,4.962165389016891
481,0,0.00021604698479880957
482,1,4.996683774181665
483,1,4.875346514922959
484,1,4.981950218107545
485,1,4.949742028669454
